用户ID,日期,年龄,性别,职业,睡眠时长(小时),睡眠质量(1-10),压力水平(1-10),咖啡因摄入量(杯),酒精摄入量(杯),运动时长(小时),屏幕使用时间(小时),睡眠环境,入睡时间,醒来时间
4,2025-05-16,37,女,白领,5.10924113967,2.3725490104035702,2.475262844370336,0,1,0.5857596172174715,4.001685184980538,一般,22:23,03:31
4,2025-05-17,37,女,白领,8.480462623612647,4.841000828031865,3.946013006316063,2,1,0.0,2.1946651367847325,安静,22:33,07:20
4,2025-05-18,37,女,白领,9.72704093498424,2.5958302757587086,3.9916687269566915,3,0,0.6216852779421136,4.572510520701711,一般,22:26,08:30
4,2025-05-19,37,女,白领,6.595334257125667,3.8344798277870087,4.513662786125634,2,0,0.38890298942081103,2.2496615190810996,一般,22:13,04:41
4,2025-05-20,37,女,白领,6.444921865433671,3.7671777156305764,5.086214162204831,0,1,0.557329720405971,3.5696548222342233,一般,22:23,04:25
4,2025-05-21,37,女,白领,6.993736098266234,4.9474260273635595,4.0774009503465996,0,0,0.8559162236645863,3.145470749113461,安静,22:21,05:07
4,2025-05-22,37,女,白领,7.363047837606868,5.416435598873227,4.405588147575652,0,0,0.6471258715108299,2.5943296414068966,一般,22:55,06:16
4,2025-05-23,37,女,白领,6.679362366539985,3.3710633960231675,4.358637437606294,1,0,0.36525085736733115,5.190129787889305,一般,22:03,04:21
4,2025-05-24,37,女,白领,7.351743482718266,6.357741672143817,1.0,0,1,0.19363015486078605,4.56253467094903,安静,22:26,06:10
4,2025-05-25,37,女,白领,6.980555716837492,3.843118236223112,2.9428155062443544,1,0,0.12453817274286677,5.665646906109889,一般,22:45,05:43
4,2025-05-26,37,女,白领,7.051953696996572,4.578209300056875,2.0128573489619415,1,1,0.558956350910441,4.563505636382768,一般,22:16,05:18
4,2025-05-27,37,女,白领,5.872118455612619,2.5846342840631014,4.702067260926697,1,1,0.5384313244732368,2.4784225137876787,安静,22:12,04:22
4,2025-05-28,37,女,白领,7.088869236209196,4.973639596220845,2.0259746605386537,1,2,0.8070564567396981,1.8595565809049075,一般,22:16,05:20
4,2025-05-29,37,女,白领,7.351147974517831,5.052324832901486,2.4251278918824775,0,2,0.9510194905301452,4.816043435863508,安静,22:12,05:33
4,2025-05-30,37,女,白领,5.910054352435144,3.3923717075035023,2.1318403549900453,1,0,0.32864630306516096,4.358874172034238,安静,22:02,03:42
4,2025-05-31,37,女,白领,8.895648501078675,4.74443572217895,5.113263998889386,2,1,0.6179789454151032,4.522167620535929,一般,22:06,06:50
4,2025-06-01,37,女,白领,9.306009369886265,3.261149772835201,6.757636035601854,2,0,0.433426264161934,1.678221566526095,一般,22:24,08:01
4,2025-06-02,37,女,白领,6.901441501136958,2.7272490900051842,4.429068544612387,2,1,0.49269362232170516,6.7134055379177955,安静,22:31,05:38
4,2025-06-03,37,女,白领,6.743798599731648,3.2139770074998437,8.433893148440939,0,0,0.34932328514176286,3.81739245557059,安静,22:29,04:43
4,2025-06-04,37,女,白领,7.114224566360906,4.295652583576611,4.547004206570647,3,1,0.031457941581358506,6.502605653795203,一般,22:33,05:39
4,2025-06-05,37,女,白领,7.757953404890294,4.84939472681631,5.493139786763571,1,1,0.6598579678440376,1.6192876493101145,一般,22:07,05:59
4,2025-06-06,37,女,白领,8.742061292594418,6.571763609344791,1.4821916171759582,1,0,0.5971400382817835,3.0627650315097648,安静,22:46,07:23
4,2025-06-07,37,女,白领,10.135261549158844,1.0646297144691483,6.499565257551927,1,0,0.6122840166731918,3.3697328343047124,安静,22:39,09:08
4,2025-06-08,37,女,白领,7.193084300799776,6.280589001558794,6.111825846409703,0,0,0.4548740436614501,4.9933228780434185,安静,22:40,05:40
4,2025-06-09,37,女,白领,5.750682040084461,4.283713641649787,3.1506468835606443,2,1,0.9213630122032628,1.0916848900383798,安静,22:55,04:43
4,2025-06-10,37,女,白领,7.53722057591662,4.404513840037813,5.740927380925207,1,1,0.40351305918621105,2.8234924548051086,安静,22:36,06:19
4,2025-06-11,37,女,白领,7.0227816240288785,6.190121461575539,4.465405065433305,1,0,0.3557161618225727,-0.182687538583429,一般,22:55,06:03
5,2025-05-13,64,女,白领,6.479076426190656,3.9752465517714404,5.318593562707076,0,1,0.5829707457784783,2.5239296939823657,安静,22:33,05:05
5,2025-05-14,64,女,白领,6.362540802305034,4.159444423709933,5.097517141917515,0,0,0.5603297140144903,5.075981594011418,安静,22:32,05:01
5,2025-05-15,64,女,白领,6.866482830269632,3.0991012550502623,5.349263645604856,3,0,0.48075849602210224,3.9931436154552205,一般,22:40,05:57
5,2025-05-16,64,女,白领,6.645834834146725,2.829897475516885,3.9596789481029306,3,1,0.4107309489920024,5.563560219967429,一般,22:24,04:44
5,2025-05-17,64,女,白领,8.709889001846712,6.006570646646427,2.944654704618182,2,1,0.03418187965518871,3.0446960216342034,安静,22:09,07:09
5,2025-05-18,64,女,白领,7.936381352686245,5.443134615450461,7.568353129527121,5,1,0.9336154068748801,0.7638951891605945,安静,22:05,06:11
5,2025-05-19,64,女,白领,7.032073176842326,2.7845617239066422,6.606825013122103,2,1,0.42419429359971084,4.088126794551304,嘈杂,22:03,04:59
5,2025-05-20,64,女,白领,5.825843351916514,2.8133418776428614,3.661300098932255,1,0,0.2513215757402234,3.74521621875118,一般,22:25,04:13
5,2025-05-21,64,女,白领,6.340573206172125,3.1101146153954025,4.898872844725945,1,1,0.3256294480751504,2.1567358967823536,一般,22:53,05:10
5,2025-05-22,64,女,白领,6.0296992855571245,2.1268853857202035,5.233241252348434,3,2,0.8975807153114994,4.133019741060453,一般,22:41,04:23
5,2025-05-23,64,女,白领,6.241965523938363,4.23276882687538,6.264772642484929,0,1,0.8209551496103118,2.130577890463986,一般,22:18,04:42
5,2025-05-24,64,女,白领,7.3504685560166125,4.378535430945517,8.355432353531093,1,0,0.47592228613773624,5.139906358189895,安静,22:34,05:38
5,2025-05-25,64,女,白领,8.60825715849603,4.387119273244513,8.453493164258038,0,2,0.3358714107838696,3.745360003382982,安静,22:17,06:25
5,2025-05-26,64,女,白领,5.43083537732408,1.1309279993180248,2.268049024102473,3,0,0.005275299819733237,5.068602698810512,嘈杂,22:36,04:17
5,2025-05-27,64,女,白领,5.664912321536977,2.422577061080211,4.070760724730204,1,0,0.6480149901234568,4.94811196165307,安静,22:07,04:01
5,2025-05-28,64,女,白领,6.757845383747202,2.7327393311125565,8.314492586309846,1,2,0.4569462966933765,2.707006994994257,安静,22:51,05:38
5,2025-05-29,64,女,白领,6.501850385940995,3.4807112770566064,4.116377738812387,1,0,0.4019491120813595,1.7153576874018497,安静,22:22,04:43
5,2025-05-30,64,女,白领,5.670831027159836,1.717556286764364,4.663095987328807,4,2,0.7439889729749232,2.4705213865263262,一般,22:51,05:15
5,2025-05-31,64,女,白领,7.186013770547449,6.155337724585995,3.803089509191157,1,0,0.5180087017256036,1.08373331665738,一般,22:17,05:26
5,2025-06-01,64,女,白领,8.519086756700055,5.360291266544241,5.1846089777440225,3,0,0.5245488075642695,3.351665520213286,安静,22:51,07:32
5,2025-06-02,64,女,白领,6.0525610953790885,2.915599066985732,6.609311642383064,0,0,0.18902722509311082,5.469602773383072,嘈杂,22:24,04:35
5,2025-06-03,64,女,白领,5.057860581582477,1.0510406567063888,4.8103319162567555,1,2,0.3451231952188619,4.897664146113058,嘈杂,22:33,03:54
5,2025-06-04,64,女,白领,6.789395435449935,1.707377137481343,5.2186912895396995,1,2,0.3878517817851703,4.448931949676404,一般,22:30,05:39
5,2025-06-05,64,女,白领,5.953008642680874,2.5546349880777286,5.043723227567344,1,0,0.13076733627017573,3.109489263917358,安静,22:06,04:18
5,2025-06-06,64,女,白领,6.163072737724308,3.652242274619835,5.393332995434242,3,1,0.6471908664268144,1.9581458514294576,一般,22:34,04:55
5,2025-06-07,64,女,白领,7.116443044330952,6.4799053090713805,2.434738005500981,3,0,0.43019842744400044,1.9302830860633575,一般,22:55,06:16
5,2025-06-08,64,女,白领,6.900570635429135,3.7271108766706433,5.412748541539743,0,0,0.14166807259829006,4.2692654196190665,安静,22:48,05:34
5,2025-06-09,64,女,白领,5.064144733735358,3.1127330935690956,8.228546586795089,1,0,0.7197035163264935,1.6425564674359308,一般,22:41,03:50
5,2025-06-10,64,女,白领,6.633594816625069,4.099044284974824,5.448349455220438,2,0,0.5975530389587191,3.249913950369742,安静,22:54,05:41
5,2025-06-11,64,女,白领,6.953214356735282,3.512958674752588,5.5866475324807485,2,1,0.6379916428817349,2.483426945371841,安静,22:56,05:54
6,2025-05-13,40,女,学生,5.0802559912789205,2.635001215858433,4.3475580710249515,0,1,0.8765595453359756,3.7826240124461425,安静,22:47,03:49
6,2025-05-14,40,女,学生,6.774912821096889,3.852963568740764,5.509317271711181,1,0,0.2415848892929769,2.179307052766391,安静,22:49,05:45
6,2025-05-15,40,女,学生,5.352675445920725,1.9564440096479432,2.986819489699744,1,1,0.9585405279237595,4.261753634434435,一般,22:14,03:41
6,2025-05-16,40,女,学生,6.388474654048677,4.521495095433745,2.180125745785314,0,0,0.0,4.961393333193211,安静,22:43,05:03
6,2025-05-17,40,女,学生,7.868512323444898,4.796895527899466,3.2957343357211313,1,2,0.44986348586407654,3.9238699257324496,一般,22:39,06:28
6,2025-05-18,40,女,学生,6.327551939912979,3.0768968378869217,3.893785262903967,0,2,0.25146116930968154,4.864010027158064,安静,22:20,04:45
6,2025-05-19,40,女,学生,6.985518598684308,5.079271121790838,4.409444712921287,0,0,0.3727402933915668,2.0897766283449304,安静,22:02,05:16
6,2025-05-20,40,女,学生,6.732269357580749,3.0144212132304355,1.0,3,0,0.8980428260125972,3.8705399654076693,一般,22:34,05:28
6,2025-05-21,40,女,学生,7.472482393788153,5.188668564722822,2.9083610006057077,0,0,0.72776329997595,4.375829441562969,一般,22:08,06:03
6,2025-05-22,40,女,学生,6.015565773093484,3.5015276211302266,3.5646112343278182,1,0,0.7321498230926838,5.183262543202527,一般,22:18,04:40
6,2025-05-23,40,女,学生,7.922242890732985,5.197633103148515,2.943124663812119,2,1,0.37514179918095786,1.7288269060244912,安静,22:02,06:16
6,2025-05-24,40,女,学生,7.782427669401391,5.836732426676104,2.510672861038282,2,0,0.9818358475493881,5.843689260293171,安静,22:18,05:39
6,2025-05-25,40,女,学生,7.478510230982771,4.524279752488654,2.86273686824311,3,1,0.37046126340793817,2.1709363185024895,安静,22:58,06:24
6,2025-05-26,40,女,学生,6.785710878654439,4.033954542665155,4.589953812900747,1,0,1.0585417351008894,1.884964746162305,一般,22:13,04:42
6,2025-05-27,40,女,学生,7.02384162560614,5.217506549588812,4.856152735835493,1,1,0.07675265057363745,1.7382942098499248,安静,22:44,05:13
6,2025-05-28,40,女,学生,5.731350359754377,2.241691358348232,4.335702210933514,1,1,0.442366684183568,5.5857496718611195,安静,22:00,04:15
6,2025-05-29,40,女,学生,5.871911718718237,2.246838415706073,2.0436098057588166,2,1,0.21378147567610334,2.0695930804704528,一般,22:30,04:26
6,2025-05-30,40,女,学生,7.6822150153048465,6.216342193710598,3.1358935406701693,0,1,0.8159172299046138,6.549957947905197,安静,22:05,05:32
6,2025-05-31,40,女,学生,7.906018034897454,4.080592304543664,3.6735755291071364,2,1,0.662739158450071,5.381535302859069,安静,22:48,06:53
6,2025-06-01,40,女,学生,8.130756808648023,5.241213756215209,3.4891167187877974,1,0,0.2530645815955761,3.2537308825692426,一般,22:33,06:41
6,2025-06-02,40,女,学生,7.1897927443356195,5.6324085781847275,1.0,2,2,0.17835829640431794,-0.8820257252419115,安静,22:47,06:34
6,2025-06-03,40,女,学生,7.82561573656484,4.778080993274585,3.151210543058327,0,2,0.44513106766854793,5.562314628722277,安静,22:06,06:06
6,2025-06-04,40,女,学生,6.284479560525781,2.5214687328907965,5.141370440376479,2,1,0.20778913306463692,4.189245959106038,安静,22:27,04:55
6,2025-06-05,40,女,学生,6.090331373172894,3.6894728720642695,2.43879126824977,2,2,0.2589908611819187,0.30503468662557953,安静,22:10,03:59
6,2025-06-06,40,女,学生,6.268925458338727,3.680403576712173,1.3851619747579726,0,1,0.2566360358433356,4.901464618881847,安静,22:45,05:10
6,2025-06-07,40,女,学生,6.403823929297666,4.971508911114687,3.7191607683053878,2,0,0.7366697894100352,3.0921319983898456,安静,22:54,05:21
6,2025-06-08,40,女,学生,6.674298244593144,1.0580515362537013,4.177977540624214,1,2,0.2421979148902068,5.213577715961188,嘈杂,22:29,05:08
6,2025-06-09,40,女,学生,5.064393274315786,1.8995608197675586,4.185039588045496,2,0,0.3189733103720833,3.915594125656268,安静,22:04,03:17
6,2025-06-10,40,女,学生,6.64852541590702,3.53550661188131,3.1894555093641896,0,1,0.40890154283780117,0.5670853605348487,一般,22:33,05:00
6,2025-06-11,40,女,学生,6.2903537807501,4.466767788603882,3.711760736177663,1,1,0.3304145670802755,2.883937011346375,安静,22:56,05:07
7,2025-05-13,40,女,白领,8.130173025016214,3.933518759909677,5.652599034548894,1,1,0.2230602168626455,4.255727627660272,一般,22:57,06:54
7,2025-05-14,40,女,白领,3.585429045479226,1.0698648988702812,7.026468976680847,0,0,0.34905642442952556,5.6659949983618185,一般,22:08,01:48
7,2025-05-15,40,女,白领,8.646525919083258,5.1689029009069,8.502248285186147,0,0,0.38620102404850143,1.7919980922936305,安静,22:34,06:49
7,2025-05-16,40,女,白领,9.9711515096714,1.3835535586004086,6.271781213426278,1,2,0.4334417288614081,4.1325267023966665,一般,22:41,08:34
7,2025-05-17,40,女,白领,10.55737062598418,1.0,7.5805179519379795,3,0,0.6978141758560854,2.920284924122039,安静,22:39,09:45
7,2025-05-18,40,女,白领,5.549855878867579,3.260053857958969,7.630153074252188,1,0,0.8150331788326743,2.204073167868791,安静,22:40,04:43
7,2025-05-19,40,女,白领,9.835418954554672,2.4323201226464617,7.009764449497764,0,1,0.5210156489339545,5.242817453912286,安静,22:32,08:43
7,2025-05-20,40,女,白领,7.754459087897765,4.440666560079893,9.40144037171913,0,0,0.6959849519748613,7.53130154854544,安静,22:46,05:58
